,Unnamed: 0,数据名称,数据类型,数据标签,数据大小,数据格式,时间范围,数据规格,价格,评价,浏览量,店铺
1278,1410,风能资源与利用区划分布(高清),图片,位置地图 ,2516582.4,jpg,2015.04-2016.08,单个数据 ,400.0,5.0分,23788,北京大地图科技有限公司
1279,1411,中国药用资源区划分布图,图片,位置地图 ,2936012.8,jpg,2015.09-2016.04,单个数据 ,600.0,5.0分,23512,北京大地图科技有限公司
1280,1412,中国饲料区划图,图片,位置地图 ,3460300.8,jpg,2015.05-2016.06,单个数据 ,400.0,5.0分,21385,北京大地图科技有限公司
1281,1413,中国生态地理动物群区划分布图,图片,位置地图 ,2411724.8,jpg,2015.09-2016.04,单个数据 ,600.0,5.0分,21216,北京大地图科技有限公司
1282,1414,长沙市停车场位置数据,文本,位置地图 ,641024.0,xls,2016.10-2017.10,单个数据 ,892.0,5.0分,26060,北京大地图科技有限公司
1283,1415,大豆优势区域布局示意图,图片,位置地图 ,4299161.6,jpg,2015.04-2016.08,单个数据 ,200.0,5.0分,24166,北京大地图科技有限公司
1284,1416,中国林业区划与森林资源利用图,图片,位置地图 ,2306867.2,jpg,2015.11-2016.09,单个数据 ,600.0,5.0分,30077,北京大地图科技有限公司
1285,1417,南京市停车场位置数据,文本,位置地图 ,1363148.8,xls,2016.10-2017.10,单个数据 ,1950.0,5.0分,21635,北京大地图科技有限公司
1286,1418,武汉市停车场位置数据,文本,位置地图 ,961536.0,xls,2016.10-2017.10,单个数据 ,1338.0,5.0分,27214,北京大地图科技有限公司
1287,1419,季风非季风气候,图片,位置地图 ,1887436.8,jpg,2015.09-2016.04,单个数据 ,200.0,5.0分,22644,北京大地图科技有限公司
1288,1420,282批次车辆生产企业及新车产品准入数据,文本,,1153433.6,xlsx,2016.02-2016.03,单个数据 ,15.0,5.0分,24284,北京哈睿数据有限公司
1289,1421,中国东部台风灾害分布图,图片,位置地图 ,4718592.0,jpg,2015.09-2016.04,单个数据 ,600.0,5.0分,21933,北京大地图科技有限公司
1290,1422,中国泥石流分布图,图片,位置地图 ,3879731.2,jpg,2015.08-2016.07,单个数据 ,400.0,5.0分,29035,北京大地图科技有限公司
1291,1423,中国城市自然灾害区划,图片,位置地图 ,4404019.2,jpg,2016.06-2016.08,单个数据 ,200.0,5.0分,26773,北京大地图科技有限公司
1292,1424,中国地貌二级区划界线分布图,图片,位置地图 ,5242880.0,jpg,2015.09-2016.05,单个数据 ,400.0,5.0分,27681,北京大地图科技有限公司
1293,1425,中国地貌一级区划界线分布图,图片,位置地图 ,4194304.0,jpg,2015.11-2016.08,单个数据 ,400.0,5.0分,25768,北京大地图科技有限公司
1294,1426,郑州市停车场位置数据,文本,位置地图 ,816128.0,xls,2016.10-2017.10,单个数据 ,1154.0,5.0分,27231,北京大地图科技有限公司
1295,1427,2010年全国重要保护区分布图,图片,位置地图 ,4823449.6,jpg,2015.09-2016.04,单个数据 ,600.0,5.0分,26337,北京大地图科技有限公司
1296,1428,重庆市停车场位置数据,文本,位置地图 ,1258291.2,xls,2016.10-2017.10,单个数据 ,1732.0,5.0分,21647,北京大地图科技有限公司
1297,1429,中国自然资源区划分布图,图片,位置地图 ,3984588.8,jpg,2015.09-2016.05,单个数据 ,400.0,5.0分,27257,北京大地图科技有限公司
1298,1430,重点城市道路噪声监测点分布图,图片,位置地图 ,2097152.0,jpg,2015.04-2016.03,单个数据 ,200.0,5.0分,29467,北京大地图科技有限公司
1299,1431,中国水灾度分区分布图,图片,位置地图 ,4194304.0,jpg,2015.09-2016.04,单个数据 ,400.0,5.0分,22657,北京大地图科技有限公司
1300,1432,全国寒温带分布高清图,图片,位置地图 ,3355443.2,jpg,2015.09-2016.07,单个数据 ,400.0,5.0分,25664,北京大地图科技有限公司
1301,1433,哈尔滨市停车场位置数据,文本,位置地图 ,390144.0,xls,2016.10-2017.10,单个数据 ,535.0,5.0分,23204,北京大地图科技有限公司
1302,1434,缺水城市分布图,图片,位置地图 ,5138022.4,jpg,2015.08-2016.06,单个数据 ,200.0,5.0分,29385,北京大地图科技有限公司
1303,1435,中国重要生态功能类型区分布图,图片,位置地图 ,7025459.2,jpg,2015.06-2016.03,单个数据 ,400.0,5.0分,26266,北京大地图科技有限公司
1304,1436,全国2014年月平均降水量图,图片,位置地图 ,3879731.2,jpg,2015.03-2016.01,单个数据 ,600.0,5.0分,20693,北京大地图科技有限公司
1305,1437,中国农业自然灾害区划分布图,图片,位置地图 ,5242880.0,jpg,2015.09-2016.06,单个数据 ,600.0,5.0分,20798,北京大地图科技有限公司
1306,1438,玉米优势区域布局示意图,图片,位置地图 ,4508876.8,jpg,2015.10-2016.05,单个数据 ,400.0,5.0分,24210,北京大地图科技有限公司
1307,1439,中国畜牧业区划图,图片,位置地图 ,4089446.4,jpg,2015.08-2016.07,单个数据 ,400.0,5.0分,26975,北京大地图科技有限公司
1308,1440,中国动物地理区划分布图,图片,位置地图 ,3145728.0,jpg,2015.10-2016.09,单个数据 ,400.0,5.0分,23988,北京大地图科技有限公司
1309,1441,海南省省地市县三级行政区划界线,文本,位置地图 ,437248.0,shp,2015.01-2016.12,单个数据 ,560.0,5.0分,30470,北京大地图科技有限公司
1310,1442,北京市市级和区县级行政区划界线,文本,位置地图 ,118784.0,shp,2015.01-2016.12,单个数据 ,320.0,5.0分,25702,北京大地图科技有限公司
1311,1443,福建省省地市县三级行政区划界线,文本,位置地图 ,1887436.8,shp,2015.01-2016.12,单个数据 ,1700.0,5.0分,24518,北京大地图科技有限公司
1312,1444,中国旱灾危险性分布图,图片,位置地图 ,3879731.2,jpg,2015.09-2016.07,单个数据 ,200.0,5.0分,23595,北京大地图科技有限公司
1313,1445,中国径流带分布图,图片,位置地图 ,2516582.4,jpg,2015.10-2016.07,单个数据 ,400.0,5.0分,26810,北京大地图科技有限公司
1314,1446,中国气候带分布图,图片,位置地图 ,4089446.4,jpg,2015.10-2016.05,单个数据 ,400.0,5.0分,27083,北京大地图科技有限公司
1315,1447,江苏省省地市县三级行政区划界线,文本,位置地图 ,839680.0,shp,2015.01-2016.12,单个数据 ,1940.0,5.0分,24323,北京大地图科技有限公司
1316,1448,新疆维吾尔族自治区三级行政区划界线,文本,位置地图 ,2516582.4,shp,2015.02-2016.11,单个数据 ,2100.0,5.0分,22418,北京大地图科技有限公司
1317,1449,辽宁省省地市县三级行政区划界线,文本,位置地图 ,1572864.0,shp,2015.01-2016.12,单个数据 ,2060.0,5.0分,24238,北京大地图科技有限公司
1318,1450,甘肃省省市县三级行政区划界线,文本,位置地图 ,1572864.0,shp,2015.01-2016.12,单个数据 ,1740.0,5.0分,21938,北京大地图科技有限公司
1319,1451,重庆市市级和区县级行政区划界线,文本,位置地图 ,589824.0,shp,2015.02-2016.11,单个数据 ,760.0,5.0分,21626,北京大地图科技有限公司
1320,1452,浙江省省地市县三级行政区划界线,文本,位置地图 ,1992294.4,shp,2015.02-2016.11,单个数据 ,1780.0,5.0分,21935,北京大地图科技有限公司
1321,1453,陕西省省地市县三级行政区划界线,文本,位置地图 ,850944.0,shp,2015.01-2016.12,单个数据 ,2140.0,5.0分,24622,北京大地图科技有限公司
1322,1454,青海省省市县三级行政区划界线,文本,位置地图 ,1363148.8,shp,2015.01-2016.12,单个数据 ,920.0,5.0分,26022,北京大地图科技有限公司
1323,1455,全国7天连锁酒店位置数据,文本,位置地图 ,327680.0,xlsx,2017.09-2017.11,单个数据 ,310.0,5.0分,26640,北京大地图科技有限公司
1324,1456,宁夏回族自治区省地市县三级行政区划界线,文本,位置地图 ,331776.0,shp,2015.01-2016.12,单个数据 ,440.0,5.0分,25996,北京大地图科技有限公司
1325,1457,全国格林豪泰酒店位置数据,文本,位置地图 ,203776.0,xlsx,2017.10-2017.11,单个数据 ,194.0,5.0分,20767,北京大地图科技有限公司
1326,1458,广西壮族自治区省地市县三级行政区划界线,文本,位置地图 ,2097152.0,shp,2015.01-2016.12,单个数据 ,2200.0,5.0分,22454,北京大地图科技有限公司
1327,1459,西藏自治区省地市县三级行政区划界线,文本,位置地图 ,1677721.6,shp,2015.04-2016.11,单个数据 ,1480.0,5.0分,29078,北京大地图科技有限公司
1328,1460,江西省省地市县三级行政区划界线,文本,位置地图 ,676864.0,shp,2015.01-2016.12,单个数据 ,2000.0,5.0分,23493,北京大地图科技有限公司
1329,1461,上海市市级和区县级行政区划界线,文本,位置地图 ,93184.0,shp,2015.01-2016.12,单个数据 ,320.0,5.0分,21958,北京大地图科技有限公司
1330,1462,全国布丁连锁酒店位置数据,文本,位置地图 ,67584.0,xlsx,2017.09-2017.11,单个数据 ,57.0,5.0分,29713,北京大地图科技有限公司
1331,1463,安徽省省地市县三级行政区划界线,文本,位置地图 ,905216.0,shp,2015.01-2016.12,单个数据 ,2100.0,5.0分,20705,北京大地图科技有限公司
1332,1464,内蒙古自治区省地市县三级行政区划界线,文本,位置地图 ,3145728.0,shp,2015.01-2016.12,单个数据 ,2100.0,5.0分,28111,北京大地图科技有限公司
1333,1465,全国麦当劳位置数据,文本,位置地图 ,285696.0,xlsx,2016.06-2017.03,单个数据 ,293.0,5.0分,28395,北京大地图科技有限公司
1334,1466,全国工商银行位置数据,文本,位置地图 ,1677721.6,xlsx,2016.10-2017.11,单个数据 ,1812.0,5.0分,24321,北京大地图科技有限公司
1335,1467,湖北省省地市县三级行政区划界线,文本,位置地图 ,1468006.4,shp,2015.01-2016.12,单个数据 ,2060.0,5.0分,21115,北京大地图科技有限公司
1336,1468,全国桔子酒店位置数据,文本,位置地图 ,54272.0,xlsx,2017.05-2017.11,单个数据 ,43.0,5.0分,26025,北京大地图科技有限公司
1337,1469,全国必胜客位置数据,文本,位置地图 ,214016.0,XLSX,2016.10-2017.05,单个数据 ,202.0,5.0分,28115,北京大地图科技有限公司
1338,1470,全国汉庭酒店位置数据,文本,位置地图 ,266240.0,xlsx,2016.05-2017.10,单个数据 ,264.0,5.0分,29344,北京大地图科技有限公司
1339,1471,全国永和豆浆位置数据,文本,位置地图 ,193536.0,XLSX,2016.05-2017.04,单个数据 ,185.0,5.0分,24271,北京大地图科技有限公司
1340,1472,全国如家快捷酒店位置数据,文本,位置地图 ,367616.0,xlsx,2017.08-2017.11,单个数据 ,357.0,5.0分,26827,北京大地图科技有限公司
1341,1473,全国维也纳酒店位置数据,文本,位置地图 ,93184.0,xlsx,2017.01-2017.11,单个数据 ,83.0,5.0分,28518,北京大地图科技有限公司
1342,1474,全国开元酒店位置数据,文本,位置地图 ,50176.0,xlsx,2017.05-2017.11,单个数据 ,41.0,5.0分,23114,北京大地图科技有限公司
1343,1475,西安商圈数据,文本,位置地图 ,54272.0,shp,2017.04-2017.06,单个数据 ,888.0,5.0分,29149,北京大地图科技有限公司
1344,1476,全国锦江之星位置数据,文本,位置地图 ,128000.0,xlsx,2017.05-2017.11,单个数据 ,118.0,5.0分,21778,北京大地图科技有限公司
1345,1477,武汉市公交站点位置数据,文本,位置地图 市内交通 ,635904.0,xlsx,2017.02-2017.07,单个数据 ,515.0,5.0分,24303,北京大地图科技有限公司
1346,1478,全国中国人民保险公司位置数据,文本,位置地图 ,1045504.0,xlsx,2016.10-2017.11,单个数据 ,1215.0,5.0分,21558,北京大地图科技有限公司
1347,1479,2015年全国自然保护区基本情况分布图,图片,位置地图 ,6815744.0,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,28356,北京大地图科技有限公司
1348,1480,金融类对话语料-2050轮,文本,智能客服 ,219136.0,xlsx,2018.02-2018.02,单个数据 ,4100.0,5.0分,24947,盐城大丰新锐数据服务有限公司
1349,1481,定制-宠物店位置信息数据（部分省市）,文本,位置地图 ,196608.0,xlsx,2016.12-2017.11,单个数据 ,400.0,5.0分,21013,北京大地图科技有限公司
1350,1482,全国民航机场位置数据,文本,位置地图 ,56320.0,xlsx,2016.11-2017.11,单个数据 ,45.0,5.0分,25420,北京大地图科技有限公司
1351,1483,全国公园位置数据,文本,位置地图 ,1677721.6,xlsx,2016.10-2017.11,单个数据 ,2058.0,5.0分,26292,北京大地图科技有限公司
1352,1484,金融类对话语料-2000轮,文本,智能客服 ,235520.0,.xlsx,2018.03-2018.03,单个数据 ,4000.0,5.0分,29924,盐城大丰新锐数据服务有限公司
1353,1485,2016年国内企业融资信息,文本,投融资 企业图谱 ,377856.0,xlsx,2018.02-2018.02,单个数据 ,500.0,5.0分,26968,广州探迹科技有限公司
1354,1486,深圳市停车场位置信息数据,文本,位置地图 ,1572864.0,xlsx,2016.10-2017.10,单个数据 ,2175.0,5.0分,27329,北京大地图科技有限公司
1355,1487,全国中国铁通位置数据,文本,位置地图 ,316416.0,xlsx,2016.10-2017.10,单个数据 ,327.0,5.0分,25651,北京大地图科技有限公司
1356,1488,全国学大教育位置数据,文本,位置地图 ,104448.0,xlsx,2016.10-2017.11,单个数据 ,91.0,5.0分,26980,北京大地图科技有限公司
1357,1489,全国陵园位置数据,文本,位置地图 ,296960.0,xlsx,2016.11-2017.11,单个数据 ,330.0,5.0分,25105,北京大地图科技有限公司
1358,1490,全国三级甲等医院位置信息数据,文本,位置地图 ,193536.0,xlsx,2016.10-2017.10,单个数据 ,222.0,5.0分,28510,北京大地图科技有限公司
1359,1491,黑龙江省自然保护区矢量数据,图片,位置地图 ,1363148.8,shp,2017.03-2018.03,单个数据 ,280.0,5.0分,20616,北京大地图科技有限公司
1360,1492,全国5A级旅游景点位置数据,文本,位置地图 ,43008.0,xlsx,2017.11-2017.11,单个数据 ,28.0,5.0分,30147,北京大地图科技有限公司
1361,1493,四川中学数据,文本,位置地图 ,12288.0,xls,-,单个数据 ,40.0,5.0分,29178,北京大地图科技有限公司
1362,1494,金融类对话语料-1360轮-第5批,文本,智能客服 ,188416.0,.xlsx,2018.04-2018.04,单个数据 ,2720.0,5.0分,24010,盐城大丰新锐数据服务有限公司
1363,1495,上海市二手车企业数据2274条,文本,企业工商 企业图谱 ,336896.0,.xlsx,2018.02-2018.02,单个数据 ,50.0,5.0分,28256,北京元距商贸有限公司
1364,1496,全国动物园位置数据,文本,位置地图 ,117760.0,xlsx,2015.10-2016.10,单个数据 ,140.0,5.0分,25710,北京大地图科技有限公司
1365,1497,中国餐饮业企业从业人数与资产分布图,图片,位置地图 ,6815744.0,jpg,2017.01-2017.12,单个数据 ,600.0,5.0分,21921,北京大地图科技有限公司
1366,1498,全国博物馆位置数据,文本,位置地图 ,538624.0,xlsx,2016.10-2017.11,单个数据 ,568.0,5.0分,28223,北京大地图科技有限公司
1367,1499,信阳市景点位置数据,文本,位置地图 ,44032.0,shape,2017.11-2017.12,单个数据 ,36.0,5.0分,20803,北京大地图科技有限公司
1368,1500,全国公墓位置数据,文本,位置地图 ,307200.0,xlsx,2016.11-2017.11,单个数据 ,346.0,5.0分,25062,北京大地图科技有限公司
1369,1501,2015年国内企业融资信息,文本,投融资 企业图谱 ,417792.0,xlsx,2018.02-2018.02,单个数据 ,500.0,5.0分,26958,广州探迹科技有限公司
1370,1502,全国宠物诊所位置信息数据,文本,位置地图 ,1363148.8,xlsx,2016.10-2017.10,单个数据 ,1373.0,5.0分,26319,北京大地图科技有限公司
1371,1503,全国宠物市场位置数据,文本,位置地图 ,1782579.2,xlsx,2016.11-2017.10,单个数据 ,1940.0,5.0分,29466,北京大地图科技有限公司
1372,1504,西安市建筑物区域矢量数据,文本,位置地图 ,1258291.2,shape,2017.11-2017.12,单个数据 ,0.01,5.0分,27066,北京大地图科技有限公司
1373,1505,全国新东方位置数据,文本,位置地图 ,169984.0,xlsx,2016.10-2017.11,单个数据 ,161.0,5.0分,25602,北京大地图科技有限公司
1374,1506,全国宠物用品店位置数据,文本,位置地图 ,1782579.2,xlsx,2016.10-2017.10,单个数据 ,1844.0,5.0分,22747,北京大地图科技有限公司
1375,1507,全国滑雪场位置数据,文本,位置地图 ,81920.0,xlsx,2016.11-2017.11,单个数据 ,68.0,5.0分,25747,北京大地图科技有限公司
1376,1508,全国横店电影城位置数据,文本,位置地图 ,40960.0,xlsx,2016.10-2017.11,单个数据 ,27.0,5.0分,27886,北京大地图科技有限公司
1377,1509,全国新华人寿保险位置数据,文本,位置地图 ,142336.0,xlsx,2016.10-2017.11,单个数据 ,142.0,5.0分,26752,北京大地图科技有限公司
1378,1510,全国万达影城位置数据,文本,位置地图 ,53248.0,xlsx,2016.10-2017.11,单个数据 ,41.0,5.0分,22393,北京大地图科技有限公司
1379,1511,全国中国人寿保险位置数据,文本,位置地图 ,965632.0,xlsx,2016.10-2017.11,单个数据 ,1116.0,5.0分,25149,北京大地图科技有限公司
1380,1512,全国农业银行位置数据,文本,位置地图 ,2411724.8,xlsx,2016.10-2017.11,单个数据 ,2583.0,5.0分,22623,北京大地图科技有限公司
1381,1513,全国中国太平洋保险位置数据,文本,位置地图 ,548864.0,xlsx,2016.10-2017.11,单个数据 ,610.0,5.0分,29165,北京大地图科技有限公司
1382,1514,全国卓越教育位置数据,文本,位置地图 ,149504.0,xlsx,2016.10-2017.11,单个数据 ,140.0,5.0分,25889,北京大地图科技有限公司
1383,1515,全国中国银行位置数据,文本,位置地图 ,1029120.0,xlsx,2016.10-2017.11,单个数据 ,1128.0,5.0分,22338,北京大地图科技有限公司
1384,1516,全国龙文教育位置数据,文本,位置地图 ,110592.0,xlsx,2016.10-2017.11,单个数据 ,97.0,5.0分,21493,北京大地图科技有限公司
1385,1517,全国金逸电影城位置数据,文本,位置地图 ,38912.0,xlsx,2016.10-2017.11,单个数据 ,26.0,5.0分,21392,北京大地图科技有限公司
1386,1518,全国泰康人寿保险位置数据,文本,位置地图 ,214016.0,xlsx,2016.10-2017.11,单个数据 ,221.0,5.0分,24674,北京大地图科技有限公司
1387,1519,全国纪念馆位置数据,文本,位置地图 ,481280.0,xlsx,2016.10-2017.11,单个数据 ,533.0,5.0分,26479,北京大地图科技有限公司
1388,1520,全国中国平安保险位置数据,文本,位置地图 ,479232.0,xlsx,2016.10-2017.11,单个数据 ,504.0,5.0分,29325,北京大地图科技有限公司
1389,1521,全国广发银行位置数据,文本,位置地图 ,86016.0,xlsx,2016.10-2017.11,单个数据 ,78.0,5.0分,26082,北京大地图科技有限公司
1390,1522,全国植物园位置数据,文本,位置地图 ,130048.0,xlsx,2016.10-2017.11,单个数据 ,137.0,5.0分,22562,北京大地图科技有限公司
1391,1523,全国中信银行位置数据,文本,位置地图 ,157696.0,xlsx,2015.10-2016.10,单个数据 ,151.0,5.0分,21813,北京大地图科技有限公司
1392,1524,全国度假村位置数据,文本,位置地图 ,983040.0,xlsx,2016.10-2017.11,单个数据 ,1059.0,5.0分,27406,北京大地图科技有限公司
1393,1525,全国奥斯卡影城位置数据,文本,位置地图 ,34816.0,xlsx,2016.10-2017.11,单个数据 ,22.0,5.0分,25833,北京大地图科技有限公司
1394,1526,全国招商银行位置数据,文本,位置地图 ,182272.0,xlsx,2016.10-2017.11,单个数据 ,175.0,5.0分,28270,北京大地图科技有限公司
1395,1527,全国浦东发展银行位置数据,文本,位置地图 ,180224.0,xlsx,2016.10-2017.11,单个数据 ,175.0,5.0分,26148,北京大地图科技有限公司
1396,1528,全国邮政储蓄银行位置数据,文本,位置地图 ,3670016.0,xlsx,2016.10-2017.11,单个数据 ,4101.0,5.0分,23686,北京大地图科技有限公司
1397,1529,全国交通银行位置数据,文本,位置地图 ,335872.0,xlsx,2016.10-2017.11,单个数据 ,335.0,5.0分,23004,北京大地图科技有限公司
1398,1530,全国中国建设银行位置数据,文本,位置地图 ,1468006.4,xlsx,2015.10-2016.10,单个数据 ,1612.0,5.0分,22149,北京大地图科技有限公司
1399,1531,全国华夏银行位置数据,文本,位置地图 ,101376.0,xlsx,2016.10-2017.11,单个数据 ,92.0,5.0分,22995,北京大地图科技有限公司
1400,1532,全国中国民生银行位置数据,文本,位置地图 ,238592.0,xlsx,2016.10-2017.11,单个数据 ,244.0,5.0分,24903,北京大地图科技有限公司
1401,1533,全国星美国际影城位置数据,文本,位置地图 ,52224.0,xlsx,2016.10-2017.11,单个数据 ,37.0,5.0分,27505,北京大地图科技有限公司
1402,1534,全国光大银行位置数据,文本,位置地图 ,164864.0,xlsx,2016.10-2017.11,单个数据 ,155.0,5.0分,21901,北京大地图科技有限公司
1403,1535,全国兴业银行位置数据,文本,位置地图 ,204800.0,xlsx,2016.10-2017.11,单个数据 ,200.0,5.0分,28179,北京大地图科技有限公司
1404,1536,第三方支付牌照,文本,资质备案 企业综合 ,158720.0,excel,2017.05-2017.05,单个数据 ,50.0,5.0分,24287,金电联行（北京）信息技术有限公司
1405,1537,化妆品生产许可获证企业,文本,市场调研 ,162816.0,csv,2016.07-2016.07,单个数据 ,50.0,5.0分,28039,安徽数洋科技有限公司
1406,1538,北京地铁地理位置数据,文本,位置地图 ,318464.0,shp,2017.01-2017.05,单个数据 ,2500.0,5.0分,28855,北京大地图科技有限公司
1407,1539,电商魔镜 -- 电商品牌数据包服务,文本,电子商务 ,0.0,csv,2015.05-2017.04,单个数据 ,10000.0,5.0分,29355,北京爱魔镜科技有限公司
1408,1540,电商魔镜--电商商品销售数据包服务,文本,电子商务 ,0.0,csv,2015.05-2017.04,单个数据 ,500.0,5.0分,20890,北京爱魔镜科技有限公司
1409,1541,电商魔镜--电商行业数据包服务,文本,电子商务 ,0.0,csv,2015.05-2017.04,单个数据 ,10000.0,5.0分,26383,北京爱魔镜科技有限公司
1410,1542,北京市汽车4S店数据深度信息,文本,位置地图 ,191488.0,xlsx,2017.07-2017.07,单个数据 ,170.0,5.0分,29483,北京大地图科技有限公司
1411,1543,河南省汽车4S店深度信息数据,文本,位置地图 ,399360.0,xlsx,2017.07-2017.07,单个数据 ,363.0,5.0分,23515,北京大地图科技有限公司
1412,1544,江苏省汽车4S店深度信息数据,文本,位置地图 ,546816.0,xlsx,2017.07-2017.07,单个数据 ,518.0,5.0分,29849,北京大地图科技有限公司
1413,1545,深圳市汽车4S店深度信息数据,文本,位置地图 ,126976.0,xlsx,2017.07-2017.07,单个数据 ,96.0,5.0分,22946,北京大地图科技有限公司
1414,1546,天津市汽车4S店深度信息数据,文本,位置地图 ,97280.0,xlsx,2017.07-2017.07,单个数据 ,77.0,5.0分,24211,北京大地图科技有限公司
1415,1547,2015年全国降雨量分布图,图片,天气查询 位置地图 ,6606028.8,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,23392,北京大地图科技有限公司
1416,1548,2015年全国耕地面积分布图,图片,位置地图 产业经济 ,7759462.4,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,24808,北京大地图科技有限公司
1417,1549,2015年全国黑色金属矿产资源分布图,图片,位置地图 产业经济 ,5662310.4,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,23815,北京大地图科技有限公司
1418,1550,2015年全国企业法人单位控股情况分布图,图片,位置地图 产业经济 ,8598323.2,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,23876,北京大地图科技有限公司
1419,1551,2015年全国建设用地面积分布图,图片,位置地图 产业经济 ,5872025.6,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,27979,北京大地图科技有限公司
1420,1552,2015年全国自然灾害农作物绝收面积情况,图片,位置地图 产业经济 ,6920601.6,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,22624,北京大地图科技有限公司
1421,1553,2015年全国造林面积分布图,图片,位置地图 产业经济 ,6710886.4,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,25043,北京大地图科技有限公司
1422,1554,2015年全国工业污染治理投资完成分布图,图片,环境质量 位置地图 ,7864320.0,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,30172,北京大地图科技有限公司
1423,1555,2015年全国地质灾害防治投资分布图,图片,自然灾害 位置地图 ,5872025.6,JPG,2016.10-2017.10,单个数据 ,200.0,5.0分,25018,北京大地图科技有限公司
1424,1556,2015年全国林业本年投资资金来源分布图,图片,位置地图 产业经济 ,7444889.6,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,21324,北京大地图科技有限公司
1425,1557,2015年全国林业投资完成情况分布图,图片,位置地图 产业经济 ,7549747.2,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,28876,北京大地图科技有限公司
1426,1558,2015年全国能源矿产资源分布图,图片,位置地图 产业经济 ,5033164.8,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,29347,北京大地图科技有限公司
1427,1559,2015年全国生活垃圾处理利用情况分布图,图片,环境质量 位置地图 ,5557452.8,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,30511,北京大地图科技有限公司
1428,1560,2015年全国工业固体废弃物产生量分布图,图片,位置地图 产业经济 ,8283750.4,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,28161,北京大地图科技有限公司
1429,1561,2015年全国受灾人口及经济损失情况分布,图片,位置地图 产业经济 ,7549747.2,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,27452,北京大地图科技有限公司
1430,1562,2015年全国林业“四害”面积分布图,图片,位置地图 产业经济 ,7235174.4,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,29418,北京大地图科技有限公司
1431,1563,2015年全国受灾森林面积及损失分布图,图片,自然灾害 位置地图 ,8493465.6,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,24687,北京大地图科技有限公司
1432,1564,2015年全国非金属矿产资源分布图,图片,位置地图 产业经济 ,4194304.0,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,26742,北京大地图科技有限公司
1433,1565,2015年全国地质灾害情况分布图,图片,自然灾害 位置地图 ,6081740.8,JPG,2016.10-2017.10,单个数据 ,200.0,5.0分,21288,北京大地图科技有限公司
1434,1566,2015年全国地质灾害人员及经济损失情况,图片,自然灾害 位置地图 ,6606028.8,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,28756,北京大地图科技有限公司
1435,1567,2015年全国废水排放量分布图,图片,环境质量 位置地图 ,7025459.2,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,27801,北京大地图科技有限公司
1436,1568,2015年全国森林火灾情况分布图,图片,自然灾害 位置地图 ,8598323.2,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,28740,北京大地图科技有限公司
1437,1569,2015年全国林木蓄积量情况分布图,图片,位置地图 产业经济 ,9542041.6,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,29376,北京大地图科技有限公司
1438,1570,2014年全国草原受灾面积分布图,图片,自然灾害 位置地图 ,6920601.6,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,20724,北京大地图科技有限公司
1439,1571,2015年全国企业法人单位注册类型分布图,文本,位置地图 企业综合 ,8388608.0,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,27081,北京大地图科技有限公司
1440,1572,【嘉兴市】农林牧渔业位置数据,文本,位置地图 ,19456.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,26448,嘉兴四维智城信息科技有限公司
1441,1573,2015年中国分机构类型法人单位数分布图,图片,位置地图 企业综合 ,7235174.4,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,30191,北京大地图科技有限公司
1442,1574,2015年全国主要行业法人单位数分布图,文本,位置地图 企业综合 ,8388608.0,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,21942,北京大地图科技有限公司
1443,1575,15至17年9月全国五级以上地震分布图,图片,自然灾害 位置地图 ,5557452.8,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,25544,北京大地图科技有限公司
1444,1576,294批次车辆生产企业及新车产品准入数据,文本,,1572864.0,xlsx,2017.03-2017.03,单个数据 ,15.0,5.0分,27668,北京哈睿数据有限公司
1445,1577,昆明地铁地理位置数据,文本,位置地图 ,55296.0,shp,2017.01-2017.04,单个数据 ,990.0,5.0分,22778,北京大地图科技有限公司
1446,1578,深圳地铁地理位置数据,文本,位置地图 ,205824.0,shp,2017.01-2017.04,单个数据 ,2000.0,5.0分,25079,北京大地图科技有限公司
